tch_id,data_category,label_zh,label_en,definition_zh,definition_en,has_synonym_zh,has_synonym_en,parents,realizes_principle,treats_pattern,treats_disease,employs_herb,employs_formula,xrefs,sources,date_accessed,notes
TmpTCH:METHOD_61000,method,治法,Therapeutic Method,"中医治法根类别,包含所有治法术语",Root category for all TCM therapeutic method terms,,,,,,,,,,,2025-11-12,ROOT category for Method hierarchy
TmpTCH:METHOD_61364,method,温中止血,warming the middle and stopping bleeding,运用具有温中健脾、摄血止血等作用的方药或相关疗法，以治疗脾阳虚、脾不统血等所致出血病证的治法。,,温脾止血,,TmpTCH:METHOD_61046,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.4.5; Database: clinical_treatment
TmpTCH:METHOD_61365,method,温补脾肾,warming and tonifying the spleen and kidney,运用具有益火生土、补益脾肾等作用的方药或相关疗法，以治疗脾肾阳虚等所致病证的治法。,,,,TmpTCH:METHOD_61046,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.4.6; Database: clinical_treatment
TmpTCH:METHOD_61047,method,温补肺阳,warming and tonifying lung yang,运用具有温阳补肺等作用的方药或相关疗法，以治疗肺阳虚等所致病证的治法。,,,,TmpTCH:METHOD_61043,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.5; Database: clinical_treatment
TmpTCH:METHOD_61366,method,温肺止咳,warming the lung to stop cough,运用具有温补肺阳、肃肺止咳等作用的方药或相关疗法，以治疗阳虚肺寒等所致咳嗽病证的治法。,,,,TmpTCH:METHOD_61047,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.5.1; Database: clinical_treatment
TmpTCH:METHOD_61367,method,温肺平喘,warming the lung to relieve panting,运用具有温补肺阳、肃肺平喘等作用的方药或相关疗法，以治疗阳虚肺寒等所致气喘病证的治法。,,,,TmpTCH:METHOD_61047,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.5.2; Database: clinical_treatment
TmpTCH:METHOD_61048,method,温补肾阳,warming and tonifying kidney yang,运用具有温补肾气、补肾壮阳等作用的方药或相关疗法，以治疗肾阳虚、肾气虚、命门火衰等所致病证的治法。,,"温肾壮阳,补肾壮阳,温补肾气",,TmpTCH:METHOD_61043,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.6; Database: clinical_treatment
TmpTCH:METHOD_61368,method,温补纳气,warming and tonifying to receive qi,运用具有温补肾阳、摄纳固本等作用的方药或相关疗法，以治疗肾虚摄纳无权等所致病证的治法。,,,,TmpTCH:METHOD_61048,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.6.1; Database: clinical_treatment
TmpTCH:METHOD_61369,method,温补下元,warming and tonifying kidney qi,运用血肉有情之品，具有温补肾阳、温润填精等作用的方药或相关疗法，以治疗肾阳不足、下元虚衰等所致病证的治法。,,温补元阳,,TmpTCH:METHOD_61048,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.6.2; Database: clinical_treatment
TmpTCH:METHOD_61370,method,温补命火,warming and tonifying life gate fire,运用具有温补肾阳、益火归元等作用的方药或相关疗法，以治疗命门火衰等所致病证的治法。,,,,TmpTCH:METHOD_61048,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.6.3; Database: clinical_treatment
TmpTCH:METHOD_61049,method,温阳固摄,replenishing yang to reinforce and arrest with astringent therapy,运用具有温振阳气、收敛固涩等作用的方药或相关疗法，以治疗阳气不足、失于固摄等所致病证的治法。,,,,TmpTCH:METHOD_61043,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.7; Database: clinical_treatment
TmpTCH:METHOD_61371,method,温阳止汗,warming yang to stop sweating,运用具有温阳敛汗等作用的方药或相关疗法，以治疗心阳虚、阳虚失摄等所致汗病的治法。,,,,TmpTCH:METHOD_61049,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.7.1; Database: clinical_treatment
TmpTCH:METHOD_61372,method,温阳止血,warming yang to stop bleeding,运用具有温阳、固摄止血等作用的方药或相关疗法，以治疗阳虚失血等所致病证的治法。,,,,TmpTCH:METHOD_61049,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.7.2; Database: clinical_treatment
TmpTCH:METHOD_61373,method,温阳止遗,warming yang to stop seminal emission,运用具有温补肾阳、固精止遗等作用的方药或相关疗法，以治疗肾阳亏虚、肾气不固等所致遗精病证的治法。,,,,TmpTCH:METHOD_61049,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.7.3; Database: clinical_treatment
TmpTCH:METHOD_61374,method,温阳止带,warming yang to stop leukorrhagia,运用具有温补阳气、固摄止带等作用的方药或相关疗法，以治疗阳虚等所致带下病证的治法。,,,,TmpTCH:METHOD_61049,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.7.4; Database: clinical_treatment
TmpTCH:METHOD_61375,method,温阳调经,warming yang to regulate menstruation,运用具有温通阳气、调摄月经等作用的方药或相关疗法，以治疗阳虚所致月经不调等病证的治法。,,,,TmpTCH:METHOD_61049,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.7.5; Database: clinical_treatment
TmpTCH:METHOD_61376,method,温阳固经,warming yang to secure menstruation,运用具有温阳调经、固摄止血等作用的方药或相关疗法，以治疗阳虚等所致崩漏、血证等病证的治法。,,,,TmpTCH:METHOD_61049,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.7.6; Database: clinical_treatment
TmpTCH:METHOD_61050,method,温阳祛邪,warming yang to dispel pathogenic factors,运用具有温阳扶正、祛邪外出等作用的方药或相关疗法，以治疗阳虚恋邪等所致病证的治法。,,,,TmpTCH:METHOD_61043,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8; Database: clinical_treatment
TmpTCH:METHOD_61377,method,温阳宣痹,warming yang to diffuse impediment,运用具有温运阳气、宣通痹阻等作用的方药或相关疗法，以治疗阳虚寒凝、经络痹阻等所致痹病的治法。,,温阳通痹,,TmpTCH:METHOD_61050,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.1; Database: clinical_treatment
TmpTCH:METHOD_61378,method,温阳祛湿,warming yang to dispel dampness,运用具有温补阳气、祛除水湿等作用的方药或相关疗法，以治疗阳虚湿困等所致病证的治法。,,,,TmpTCH:METHOD_61050,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.10; Database: clinical_treatment
TmpTCH:METHOD_61379,method,温阳消肿,warming yang to alleviate swelling,运用具有温通阳气、消散水气等作用的方药或相关疗法，以治疗阳虚水停等所致病证的治法。,,,,TmpTCH:METHOD_61050,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.11; Database: clinical_treatment
TmpTCH:METHOD_61380,method,温阳利水,warming yang and draining water,运用具有温补阳气、利水消肿等作用的方药或相关疗法，以治疗阳虚水泛等所致病证的治法。,,"温阳化水,温阳行水",,TmpTCH:METHOD_61050,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.12; Database: clinical_treatment
TmpTCH:METHOD_61381,method,温阳散结,warming yang to dissipate bind,运用具有温通阳气、散结消肿等作用的方药或相关疗法，以治疗阳虚寒凝、阳虚痰凝等所致病证的治法。,,温通散结,,TmpTCH:METHOD_61050,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.2; Database: clinical_treatment
TmpTCH:METHOD_61382,method,温阳活血,warming yang and activating blood,运用具有温通阳气、活血化瘀等作用的方药或相关疗法，以治疗寒凝血瘀、血寒、阳虚血瘀等所致病证的治法。,,温阳化瘀,,TmpTCH:METHOD_61050,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.3; Database: clinical_treatment
TmpTCH:METHOD_61383,method,温阳止痛,warming yang to stop pain,运用具有温通阳气、缓急止痛等作用的方药或相关疗法，以治疗阳虚寒凝等所致痛证的治法。,,,,TmpTCH:METHOD_61050,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.4; Database: clinical_treatment
TmpTCH:METHOD_61384,method,温阳止渴,warming yang to quench thirst,运用具有温振阳气、蒸腾津液、止渴等作用的方药或相关疗法，以治疗阳虚津液不升等所致口渴病证的治法。,,,,TmpTCH:METHOD_61050,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.5; Database: clinical_treatment
TmpTCH:METHOD_61385,method,温阳化斑,warming yang to resolve macula,运用具有温阳、解毒化斑等作用的方药或相关疗法，以治疗阳虚寒凝等所致斑疹病证的治法。,,,,TmpTCH:METHOD_61050,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.6; Database: clinical_treatment
TmpTCH:METHOD_61051,method,温阳止泻,warming yang to stop diarrhea,运用具有温补阳气、止泻等作用的方药或相关疗法，以治疗脾肾阳虚、传导失司等所致泄泻病证的治法。,,,,TmpTCH:METHOD_61050,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.7; Database: clinical_treatment
TmpTCH:METHOD_61386,method,补肾止泻,tonifying the kidney to stop diarrhea,运用具有温补肾阳、止泻等作用的方药或相关疗法，以治疗肾阳虚等所致泄泻病证的治法。,,温肾止泻,,TmpTCH:METHOD_61051,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.7.1; Database: clinical_treatment
TmpTCH:METHOD_61387,method,温阳止痢,warming yang to stop dysentery,运用具有温补脾肾阳气、止痢等作用的方药或相关疗法，以治疗脾肾阳虚等所致痢疾病证的治法。,,温中止痢,,TmpTCH:METHOD_61050,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.8; Database: clinical_treatment
TmpTCH:METHOD_61388,method,温阳祛痰,warming yang and dispelling phlegm,运用具有温补阳气、祛除痰液等作用的方药或相关疗法，以治疗阳虚痰凝等所致病证的治法。,,,,TmpTCH:METHOD_61050,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.4.8.9; Database: clinical_treatment
TmpTCH:METHOD_61052,method,补益气血,tonifying and replenishing qi and blood,运用具有补气、养血等作用的方药或相关疗法，以治疗气血两虚所致病证的治法。,,补气养血,,TmpTCH:METHOD_61019,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.5; Database: clinical_treatment
TmpTCH:METHOD_61389,method,调补气血,regulating and tonifying qi and blood,运用具有补益和调理气血等作用的方药或相关疗法，以治疗气血两虚且失调、不和等所致病证的治法。,,调养气血,,TmpTCH:METHOD_61052,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.5.1; Database: clinical_treatment
TmpTCH:METHOD_61390,method,补益心肝,tonifying and replenishing the heart and liver,运用具有补益气血、调养心肝等作用的方药或相关疗法，以治疗心肝气血两虚所致病证的治法。,,补益心肝气血,,TmpTCH:METHOD_61052,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.5.10; Database: clinical_treatment
TmpTCH:METHOD_61391,method,温补气血,warming and tonifying qi and blood,运用具有补益气血，兼具温通等作用的方药或相关疗法，以治疗气血两虚而寒滞或偏阳虚等所致病证的治法。,,,,TmpTCH:METHOD_61052,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.5.2; Database: clinical_treatment
TmpTCH:METHOD_61392,method,补气摄血,tonifying qi and controlling blood,运用具有健脾益气、统摄血行等作用的方药或相关疗法，以治疗脾不统血、气不摄血所致病证的治法。,,补脾统血,,TmpTCH:METHOD_61052,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.5.3; Database: clinical_treatment
TmpTCH:METHOD_61393,method,补气生血,tonifying qi to produce blood,运用补气益脾为主，佐以具有生血、补血等作用的方药或相关疗法，以治疗由气虚所致气血两虚病证的治法。,,益气生血,,TmpTCH:METHOD_61052,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.5.4; Database: clinical_treatment
TmpTCH:METHOD_61394,method,补脾养血,tonifying the spleen and nourishing blood,运用具有补气益脾、和营生血等作用的方药或相关疗法，以治疗脾虚血亏、脾虚血燥等所致病证的治法。,,,,TmpTCH:METHOD_61052,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.5.5; Database: clinical_treatment
TmpTCH:METHOD_61395,method,补气活血,tonifying qi and activating blood,运用具有补气和血、活血行瘀等作用的方药或相关疗法，以治疗气虚血瘀等所致病证的治法。,,"益气活血,益气祛瘀,益气行瘀",,TmpTCH:METHOD_61052,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.5.6; Database: clinical_treatment
TmpTCH:METHOD_61396,method,益气养营,replenishing qi and nourishing the nutrient,运用具有补气养营等作用的方药或相关疗法，以治疗营气亏虚、肌腠失养，或脾虚营亏等所致病证的治法。,,,,TmpTCH:METHOD_61052,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.5.7; Database: clinical_treatment
TmpTCH:METHOD_61397,method,补益肝脾,tonifying and replenishing the liver and spleen,运用具有补益气血、调养肝脾等作用的方药或相关疗法，以治疗肝脾气血两虚所致病证的治法。,,补益肝脾气血,,TmpTCH:METHOD_61052,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.5.8; Database: clinical_treatment
TmpTCH:METHOD_61398,method,补益心脾,tonifying and replenishing the heart and spleen,运用具有益气养血、调养心脾等作用的方药或相关疗法，以治疗心脾气血两虚所致病证的治法。,,补益心脾气血,,TmpTCH:METHOD_61052,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.5.9; Database: clinical_treatment
TmpTCH:METHOD_61053,method,补益气阴,replenishing qi and enriching yin,运用具有益气、滋阴等作用的方药或相关疗法，以治疗气阴两虚所致病证的治法。,,"滋补气阴,益气养阴,益气滋阴,养阴益气,滋阴益气",,TmpTCH:METHOD_61019,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.6; Database: clinical_treatment
TmpTCH:METHOD_61399,method,补气生津,tonifying qi and producing fluid,运用具有补气、化生津液等作用的方药或相关疗法，以治疗津气亏虚等所致病证的治法。,,益气生津,,TmpTCH:METHOD_61053,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.6.1; Database: clinical_treatment
TmpTCH:METHOD_61400,method,滋补心肺,enriching and tonifying the heart and lung,运用具有补益气阴、滋养心肺等作用的方药或相关疗法，以治疗心肺气阴两虚等所致病证的治法。,,滋养心肺,,TmpTCH:METHOD_61053,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.6.2; Database: clinical_treatment
TmpTCH:METHOD_61401,method,滋补心肾,enriching and tonifying the heart and kidney,运用具有补益气阴、滋养心肾等作用的方药或相关疗法，以治疗心肾气阴两虚等所致病证的治法。,,滋养心肾,,TmpTCH:METHOD_61053,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.6.3; Database: clinical_treatment
TmpTCH:METHOD_61402,method,滋补肺肾,enriching and tonifying the lung and kidney,运用具有补益气阴、滋养肺肾等作用的方药或相关疗法，以治疗肺肾气阴两虚等所致病证的治法。,,滋养肺肾,,TmpTCH:METHOD_61053,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.6.4; Database: clinical_treatment
TmpTCH:METHOD_61403,method,滋补肺胃,enriching and tonifying the lung and stomach,运用具有补益气阴、滋养肺胃等作用的方药或相关疗法，以治疗肺胃气阴两虚等所致病证的治法。,,滋养肺胃,,TmpTCH:METHOD_61053,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.6.5; Database: clinical_treatment
TmpTCH:METHOD_61404,method,滋补肝胃,enriching and tonifying the liver and stomach,运用具有补益气阴、滋养肝胃等作用的方药或相关疗法，以治疗肝胃两虚等所致病证的治法。,,滋养肝胃,,TmpTCH:METHOD_61053,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.6.6; Database: clinical_treatment
TmpTCH:METHOD_61405,method,滋补脾胃,enriching and tonifying the spleen and stomach,运用具有补益气阴、滋养脾胃等作用的方药或相关疗法，以治疗脾胃气阴两虚等所致病证的治法。,,滋养脾胃,,TmpTCH:METHOD_61053,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.6.7; Database: clinical_treatment
TmpTCH:METHOD_61054,method,滋阴补阳,enriching yin and tonifying yang,运用具有滋养阴液、补益阳气等作用的方药或相关疗法，以治疗阴阳两虚所致病证的治法。,,,,TmpTCH:METHOD_61019,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.7; Database: clinical_treatment
TmpTCH:METHOD_61406,method,温阳滋阴,warming yang and enriching yin,运用温补阳气为主，佐以具有滋补精血作用的方药或相关疗法，以治疗阳损及阴、元气亏虚等所致病证的治法。,,,,TmpTCH:METHOD_61054,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.7.1; Database: clinical_treatment
TmpTCH:METHOD_61407,method,滋阴温阳,enriching yin and warming yang,运用滋补精血为主，佐以具有温补阳气作用的方药或相关疗法，以治疗阴损及阳、精血亏损等所致病证的治法。,,,,TmpTCH:METHOD_61054,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.7.2; Database: clinical_treatment
TmpTCH:METHOD_61408,method,固阴回阳,securing yin and restoring yang,运用具有大补阴阳、收敛固脱等作用的方药或相关疗法，以治疗阴竭阳脱等所致病证的治法。,,,,TmpTCH:METHOD_61054,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.7.3; Database: clinical_treatment
TmpTCH:METHOD_61409,method,生气于精,generating qi by replenishing essence,运用具有补益阴精、化生阳气等作用的方药或相关疗法，以治疗阴精亏虚而阳气不足等所致病证的治法。,,,,TmpTCH:METHOD_61054,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.7.4; Database: clinical_treatment
TmpTCH:METHOD_61410,method,补益心肾,tonifying and replenishing the heart and kidney,运用具有补益心肾阴阳等作用的方药或相关疗法，以治疗心肾阴阳两虚、心肾气阴两虚、心肾气虚等所致病证的治法。,,,,TmpTCH:METHOD_61054,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.7.5; Database: clinical_treatment
TmpTCH:METHOD_61411,method,补肾调经,tonifying the kidney and regulating menstruation,运用具有补益肾精，或滋肾阴、温肾阳等作用的方药或相关疗法以调理月经，治疗因肾虚或冲任虚寒、冲任不固等所致月经病证的治法。,,,,TmpTCH:METHOD_61054,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.7.6; Database: clinical_treatment
TmpTCH:METHOD_61055,method,补益精髓,tonifying and replenishing marrow and essence,运用血肉有情之品以补精填髓，治疗肾虚髓亏、精气亏虚所致病证的治法。,,"补精益髓,补肾益髓,补精填髓,补肾填髓",,TmpTCH:METHOD_61019,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.8; Database: clinical_treatment
TmpTCH:METHOD_61412,method,补益精血,tonifying and replenishing blood and essence,运用具有大补精血等作用的方药或相关疗法，以治疗肝肾精血亏虚等所致病证的治法。,,,,TmpTCH:METHOD_61055,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.8.1; Database: clinical_treatment
TmpTCH:METHOD_61413,method,补肾益精,tonifying the kidney and replenishing essence,运用具有补益肾精等作用的方药或相关疗法，以治疗肾精亏虚等所致病证的治法。,,补肾填精,,TmpTCH:METHOD_61055,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.8.2; Database: clinical_treatment
TmpTCH:METHOD_61414,method,温补肾精,warming and tonifying kidney essence,运用具有温补肾阳、填精益髓等作用的方药或相关疗法，以治疗肾阳虚精亏等所致病证的治法。,,,,TmpTCH:METHOD_61055,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.8.3; Database: clinical_treatment
TmpTCH:METHOD_61415,method,滋补肾精,enriching and tonifying kidney essence,运用具有滋养肾阴、填精益髓等作用的方药或相关疗法，以治疗肾阴虚精亏等所致病证的治法。,,,,TmpTCH:METHOD_61055,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.11.8.4; Database: clinical_treatment
TmpTCH:METHOD_61056,method,温里法,internal-warming therapy,泛指运用具有温振阳气、助阳散寒、温通脏腑经络等作用的方药或相关疗法，以治疗寒邪偏盛或阳虚内寒等所致病证的一类治法。,,,,TmpTCH:METHOD_61001,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12; Database: clinical_treatment
TmpTCH:METHOD_61057,method,回阳,restoring yang,运用具有温复阳气等作用的方药或相关疗法，促使衰微的阳气复苏，以治疗亡阳所致病证的治法。,,回阳急救,,TmpTCH:METHOD_61056,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.1; Database: clinical_treatment
TmpTCH:METHOD_61416,method,温经回阳,warming meridians to restore yang,运用具有温补经脉、促使阳气复苏等作用的方药或相关疗法，以治疗阳气欲脱等所致病证的治法。,,,,TmpTCH:METHOD_61057,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.1.1; Database: clinical_treatment
TmpTCH:METHOD_61417,method,回阳通脉,restoring yang to unblock pulse,运用具有温振阳气、通经复脉等作用的方药或相关疗法，以治疗阳气欲脱、亡阳所致病证的治法。,,回阳生脉,,TmpTCH:METHOD_61057,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.1.2; Database: clinical_treatment
TmpTCH:METHOD_61418,method,回阳救逆,restoring yang to save from collapse,运用具有温复阳气、救治厥逆等作用的方药或相关疗法，以治疗亡阳等所致病证的治法。,,扶阳救逆,,TmpTCH:METHOD_61057,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.1.3; Database: clinical_treatment
TmpTCH:METHOD_61419,method,回阳固脱,restoring yang to stop collapse,运用具有温复阳气、固摄救脱等作用的方药或相关疗法，以治疗亡阳所致病证的治法。,,,,TmpTCH:METHOD_61057,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.1.4; Database: clinical_treatment
TmpTCH:METHOD_61058,method,温阳散寒,warming yang and dissipating cold,运用具有温补阳气、祛散寒邪等作用的方药或相关疗法，以治疗寒凝经脉、阳虚寒凝等所致病证的治法。,,温里散寒,,TmpTCH:METHOD_61056,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.2; Database: clinical_treatment
TmpTCH:METHOD_61420,method,散寒消肿,dissipating cold and dispersing swelling,运用具有温散寒邪、行气消肿等作用的方药或相关疗法，以治疗寒邪凝滞、寒湿外侵、寒湿内聚等所致病证的治法。,,,,TmpTCH:METHOD_61058,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.2.1; Database: clinical_treatment
TmpTCH:METHOD_61059,method,通阳理气,unblocking yang and regulating qi,运用具有温通阳气、理气行滞等作用的方药或相关疗法，以治疗寒凝气滞、寒滞肠胃等所致病证的治法。,,,,TmpTCH:METHOD_61058,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.2.2; Database: clinical_treatment
TmpTCH:METHOD_61421,method,散寒止泻,dissipating cold to stop diarrhea,运用具有温阳散寒、理气止泻等作用的方药或相关疗效，以治疗寒滞肠胃、寒湿困脾等所致泄泻病证的治法。,,,,TmpTCH:METHOD_61059,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.2.2.1; Database: clinical_treatment
TmpTCH:METHOD_61422,method,温通小肠,warming and unblocking the small intestine,运用具有通阳理气、散寒温肠等作用的方药或相关疗法，以治疗寒滞肠道等所致病证的治法。,,散寒温肠,,TmpTCH:METHOD_61059,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.2.2.2; Database: clinical_treatment
TmpTCH:METHOD_61060,method,温肺散寒,warming the lung to dissipate cold,运用具有温阳补肺、祛散寒邪等作用的方药或相关疗法，以治疗肺阳亏虚等所致病证的治法。,,,,TmpTCH:METHOD_61058,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.2.3; Database: clinical_treatment
TmpTCH:METHOD_61423,method,散寒平喘,dissipating cold to relieve panting,运用具有温肺散寒、平喘化饮等作用的方药或相关疗法，以治疗寒饮停肺等所致病证的治法。,,,,TmpTCH:METHOD_61060,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.2.3.1; Database: clinical_treatment
TmpTCH:METHOD_61061,method,温中散寒,warming the middle to dissipate cold,运用具有温补脾胃、散寒和中等作用的方药或相关疗法，以治疗脾胃阳虚、中焦虚寒等所致病证的治法。,,温中祛寒,,TmpTCH:METHOD_61058,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.2.4; Database: clinical_treatment
TmpTCH:METHOD_61424,method,温胃散寒,warming the stomach and dissipating cold,运用具有温中散寒、和胃止痛等作用的方药或相关疗法，以治疗寒邪犯胃等所致病证的治法。,,,,TmpTCH:METHOD_61061,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.12.2.4.1; Database: clinical_treatment
