tch_id,data_category,label_zh,label_en,definition_zh,definition_en,associated_pathomechanism,sources,date_accessed,notes
TmpTCH:SYMPTOM_20186,symptom,癫痫,癫痫,癫痫（epilepsy）即俗称的“羊角风”或“羊癫风”，是大脑神经元突发性异常放电，导致短暂的大脑功能障碍的一种慢性疾病。据中国最新流行病学资料显示，国内癫痫的总体患病率为7.0‰，年发病率为28.8/ 10 万，1年内有发作的活动性癫痫患病率为4.6‰。据此估计中国约有900万左右的癫痫患者，其中500～600万是活动性癫痫患者，同时每年新增加癫痫患者约40万，在中国癫痫已经成为神经科仅次于头痛的第二大常见病。,癫痫（epilepsy）即俗称的“羊角风”或“羊癫风”，是大脑神经元突发性异常放电，导致短暂的大脑功能障碍的一种慢性疾病。据中国最新流行病学资料显示，国内癫痫的总体患病率为7.0‰，年发病率为28.8/ 10 万，1年内有发作的活动性癫痫患病率为4.6‰。据此估计中国约有900万左右的癫痫患者，其中500～600万是活动性癫痫患者，同时每年新增加癫痫患者约40万，在中国癫痫已经成为神经科仅次于头痛的第二大常见病。,火热,SymMap2.0 SMTS187,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20187,symptom,癫痫痰多,癫痫痰多,,,火热,SymMap2.0 SMTS188,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20188,symptom,癲痫,癲痫,,,火热,SymMap2.0 SMTS189,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20189,symptom,跌打伤痛,跌打伤痛,,,瘀血,SymMap2.0 SMTS190,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20190,symptom,跌打损伤,跌打损伤,跌打损伤包括刀枪、跌仆、殴打、闪挫、刺伤、擦伤、运动损伤等，伤处多有疼痛、肿胀、出血或骨折、脱臼等，也包括一些内脏损伤。在此主要以软组织损伤为主。,跌打损伤包括刀枪、跌仆、殴打、闪挫、刺伤、擦伤、运动损伤等，伤处多有疼痛、肿胀、出血或骨折、脱臼等，也包括一些内脏损伤。在此主要以软组织损伤为主。,瘀血,SymMap2.0 SMTS191,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20191,symptom,跌打瘀痛,跌打瘀痛,,,瘀血,SymMap2.0 SMTS192,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20192,symptom,跌打肿痛,跌打肿痛,,,瘀血,SymMap2.0 SMTS193,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20193,symptom,跌扑伤痛,跌扑伤痛,,,瘀血,SymMap2.0 SMTS194,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20194,symptom,跌扑瘀肿,跌扑瘀肿,,,瘀血,SymMap2.0 SMTS195,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20195,symptom,跌扑肿痛,跌扑肿痛,,,瘀血,SymMap2.0 SMTS196,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20196,symptom,疔疮痈肿初起,疔疮痈肿初起,,,热毒,SymMap2.0 SMTS197,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20197,symptom,疔疮肿痛,疔疮肿痛,,,热毒,SymMap2.0 SMTS198,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20198,symptom,疔毒,疔毒, 症状发展到很严重地步的疔疮, 症状发展到很严重地步的疔疮,热毒,SymMap2.0 SMTS199,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20199,symptom,动脉硬化,动脉硬化,动脉硬化是动脉的一种非炎症性病变，可使动脉管壁增厚、变硬，失去弹性、管腔狭窄。动脉硬化是随着年龄增长而出现的血管疾病，其规律通常是在青少年时期发生，至中老年时期加重、发病。男性较女性多，近年来本病在我国逐渐增多，成为老年人死亡主要原因之一。,动脉硬化是动脉的一种非炎症性病变，可使动脉管壁增厚、变硬，失去弹性、管腔狭窄。动脉硬化是随着年龄增长而出现的血管疾病，其规律通常是在青少年时期发生，至中老年时期加重、发病。男性较女性多，近年来本病在我国逐渐增多，成为老年人死亡主要原因之一。,阳虚,SymMap2.0 SMTS200,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20200,symptom,动辄汗出,动辄汗出,,,气虚,SymMap2.0 SMTS201,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20201,symptom,毒虫咬伤,毒虫咬伤,,,虫毒,SymMap2.0 SMTS202,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20202,symptom,毒蛇咬伤,毒蛇咬伤,,,虫毒,SymMap2.0 SMTS203,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20203,symptom,毒蛇咬伤,毒蛇咬伤,,,虫毒,SymMap2.0 SMTS204,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20204,symptom,毒邪未尽,毒邪未尽,,,虫毒,SymMap2.0 SMTS205,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20205,symptom,短气,短气,短气，指因呼吸短促而不相接续的情况。即呼吸短促而不相接续之意。可见于很多疾病的过程中。有虚有实。实证多突然发病，伴有胸腹胀满。呼吸声粗，多由于痰、食内阻，影响气机升降所致；虚证多实久病，声低息微，形疲神倦，多由于元气大虚所致。,短气，指因呼吸短促而不相接续的情况。即呼吸短促而不相接续之意。可见于很多疾病的过程中。有虚有实。实证多突然发病，伴有胸腹胀满。呼吸声粗，多由于痰、食内阻，影响气机升降所致；虚证多实久病，声低息微，形疲神倦，多由于元气大虚所致。,气虚,SymMap2.0 SMTS206,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20206,symptom,顿咳,顿咳,顿咳，中医病名。小儿时期感受时行邪毒引起的肺系时行疾病，临床以阵发性痉挛咳嗽，咳后有特殊的鸡啼样吸气性吼声为特征。本病因其咳嗽特征又名“顿呛”、“顿嗽”、“鹭鸶咳”；因其具有传染性，故又称“天哮呛”、“疫咳”。顿咳好发于冬春季节，以5岁以下小儿最易发病，年龄愈小，则病情大多愈重，10岁以上则较少罹患。病程愈长，对小儿身体健康影响愈大，若不及时治疗，可持续2-3个月以上。典型的顿咳与西医学百日咳相符。,顿咳，中医病名。小儿时期感受时行邪毒引起的肺系时行疾病，临床以阵发性痉挛咳嗽，咳后有特殊的鸡啼样吸气性吼声为特征。本病因其咳嗽特征又名“顿呛”、“顿嗽”、“鹭鸶咳”；因其具有传染性，故又称“天哮呛”、“疫咳”。顿咳好发于冬春季节，以5岁以下小儿最易发病，年龄愈小，则病情大多愈重，10岁以上则较少罹患。病程愈长，对小儿身体健康影响愈大，若不及时治疗，可持续2-3个月以上。典型的顿咳与西医学百日咳相符。,风寒犯肺,SymMap2.0 SMTS207,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20207,symptom,多汗,多汗,多汗症是指局部或全身皮肤出汗量异常增多的现象。真正全身性多汗症少见，即使是全身性疾病所致的多汗症也主要发生在某些部位。全身性多汗症主要是由其他疾病引起的广泛性多汗，如感染性高热等。局部性多汗症常初发于儿童或青少年，往往有家族史，有成年后自然减轻的倾向。,多汗症是指局部或全身皮肤出汗量异常增多的现象。真正全身性多汗症少见，即使是全身性疾病所致的多汗症也主要发生在某些部位。全身性多汗症主要是由其他疾病引起的广泛性多汗，如感染性高热等。局部性多汗症常初发于儿童或青少年，往往有家族史，有成年后自然减轻的倾向。,气虚,SymMap2.0 SMTS208,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20208,symptom,多泪,多泪,,,肝虚,SymMap2.0 SMTS209,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20209,symptom,多泪羞明,多泪羞明,,,肝虚,SymMap2.0 SMTS210,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20210,symptom,多梦,多梦,是指睡眠不实，睡眠中梦扰纷乱，醒后感觉头昏神疲的症状。多梦常与失眠相伴，导致经常不能获得正常睡眠，并有头晕健忘等症为主要表现。,是指睡眠不实，睡眠中梦扰纷乱，醒后感觉头昏神疲的症状。多梦常与失眠相伴，导致经常不能获得正常睡眠，并有头晕健忘等症为主要表现。,肝虚,SymMap2.0 SMTS211,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20211,symptom,多尿,多尿,多尿（polyuria），指每天24小时排尿多于2500ml。健康人当饮水过多或食用含水较多的食物时．可出现暂时性生理性多尿。持续性多尿属于病理性。治疗重在去除病因，对症处理，慎用药物。,多尿（polyuria），指每天24小时排尿多于2500ml。健康人当饮水过多或食用含水较多的食物时．可出现暂时性生理性多尿。持续性多尿属于病理性。治疗重在去除病因，对症处理，慎用药物。,肾虚,SymMap2.0 SMTS212,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20212,symptom,多食,多食,,,胃火,SymMap2.0 SMTS213,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20213,symptom,多涎,多涎,,,脾虚,SymMap2.0 SMTS214,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20214,symptom,多饮,多饮,,,胃热,SymMap2.0 SMTS215,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20215,symptom,呃逆,呃逆,呃逆即打嗝，指气从胃中上逆，喉间频频作声，声音急而短促。是一个生理上常见的现象，由横膈膜痉挛收缩引起的。健康人也可发生一过性呃逆，多与饮食有关，特别是饮食过快、过饱，摄入很热或冷的食物饮料、饮酒等，外界温度变化和过度吸烟亦可引起。呃逆频繁或持续24小时以上，称为难治性呃逆，多发生于某些疾病。,呃逆即打嗝，指气从胃中上逆，喉间频频作声，声音急而短促。是一个生理上常见的现象，由横膈膜痉挛收缩引起的。健康人也可发生一过性呃逆，多与饮食有关，特别是饮食过快、过饱，摄入很热或冷的食物饮料、饮酒等，外界温度变化和过度吸烟亦可引起。呃逆频繁或持续24小时以上，称为难治性呃逆，多发生于某些疾病。,胃气上逆,SymMap2.0 SMTS216,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20216,symptom,恶疮,恶疮,亦名久恶疮，恶毒疮，顽疮,亦名久恶疮，恶毒疮，顽疮,湿热,SymMap2.0 SMTS217,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20217,symptom,恶风寒,恶风寒,,,风寒犯肺,SymMap2.0 SMTS218,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20218,symptom,恶寒,恶寒,恶寒，中医症状名。凡患者自觉怕冷，多加衣被，或近火取暖，仍感寒冷不能缓解的，称为恶寒。中医中有“有一分恶寒便有一分表证”的说法，故“恶寒”常为临床诊断和鉴别外感表证的重要指征。,恶寒，中医症状名。凡患者自觉怕冷，多加衣被，或近火取暖，仍感寒冷不能缓解的，称为恶寒。中医中有“有一分恶寒便有一分表证”的说法，故“恶寒”常为临床诊断和鉴别外感表证的重要指征。,风寒犯肺,SymMap2.0 SMTS219,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20219,symptom,恶寒重,恶寒重,,,风寒犯肺,SymMap2.0 SMTS220,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20220,symptom,恶寒壮热,恶寒壮热,,,风寒犯肺,SymMap2.0 SMTS221,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20221,symptom,恶心,恶心,恶心(nausea)是一种可以引起呕吐冲动的胃内不适感，常为呕吐的前驱感觉，但也可单独出现，主要表现为上腹部的特殊不适感，常伴有头晕、流涎、脉搏缓慢、血压降低等迷走神经兴奋症状。,恶心(nausea)是一种可以引起呕吐冲动的胃内不适感，常为呕吐的前驱感觉，但也可单独出现，主要表现为上腹部的特殊不适感，常伴有头晕、流涎、脉搏缓慢、血压降低等迷走神经兴奋症状。,,SymMap2.0 SMTS222,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20222,symptom,耳道流脓,耳道流脓,,,湿热,SymMap2.0 SMTS223,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20223,symptom,耳聋,耳聋,听觉系统中传音、感音及其听觉传导通路中的听神经和各级中枢发生病变，引起听功能障碍，产生不同程度的听力减退，统称为耳聋。一般认为语言频率平均听阈在26dB以上时称之为听力减退或听力障碍。根据听力减退的程度不同，又称之为重听、听力障碍、听力减退、听力下降等。,听觉系统中传音、感音及其听觉传导通路中的听神经和各级中枢发生病变，引起听功能障碍，产生不同程度的听力减退，统称为耳聋。一般认为语言频率平均听阈在26dB以上时称之为听力减退或听力障碍。根据听力减退的程度不同，又称之为重听、听力障碍、听力减退、听力下降等。,肾虚,SymMap2.0 SMTS224,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20224,symptom,耳漏,耳漏,从外耳道内流出一些非脓性的液体，医学上称为“耳漏”。这种情况见于很多疾病，流出液体的性质、气味及颜色，往往为某些疾病的特殊表现。,从外耳道内流出一些非脓性的液体，医学上称为“耳漏”。这种情况见于很多疾病，流出液体的性质、气味及颜色，往往为某些疾病的特殊表现。,湿热,SymMap2.0 SMTS225,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20225,symptom,耳鸣,耳鸣,耳鸣是累及听觉系统的许多疾病不同病理变化的结果，病因复杂，机制不清，主要表现为无相应的外界声源或电刺激，而主观上在耳内或颅内有声音感觉。在临床上它既是许多疾病的伴发症状，也是一些严重疾病的首发症状（如听神经瘤）。,耳鸣是累及听觉系统的许多疾病不同病理变化的结果，病因复杂，机制不清，主要表现为无相应的外界声源或电刺激，而主观上在耳内或颅内有声音感觉。在临床上它既是许多疾病的伴发症状，也是一些严重疾病的首发症状（如听神经瘤）。,肾虚,SymMap2.0 SMTS226,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20226,symptom,耳内流脓,耳内流脓,耳内流出脓液，其色或黄或青，其质或稠或稀的表现。,耳内流出脓液，其色或黄或青，其质或稠或稀的表现。,湿热,SymMap2.0 SMTS227,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20227,symptom,耳下肿痛,耳下肿痛,,,热毒,SymMap2.0 SMTS228,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20228,symptom,二便失禁,二便失禁,,,肾虚,SymMap2.0 SMTS229,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20229,symptom,发斑,发斑,,,胃热,SymMap2.0 SMTS230,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20230,symptom,发喘,发喘,急促呼吸。《三侠五义》第二二回：“﹝ 展昭 ﹞将剑舞完，仍是怀中抱月的架式收住，复又朝上磕头。见他面不改色，气不发喘。”,急促呼吸。《三侠五义》第二二回：“﹝ 展昭 ﹞将剑舞完，仍是怀中抱月的架式收住，复又朝上磕头。见他面不改色，气不发喘。”,气逆,SymMap2.0 SMTS231,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20231,symptom,发僵,发僵,,,经络不通,SymMap2.0 SMTS232,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20232,symptom,发狂,发狂,疯癫，受到某种刺激而精神失常。,疯癫，受到某种刺激而精神失常。,火热,SymMap2.0 SMTS233,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20233,symptom,发热,发热,"又称发烧。由于致热原的作用使体温调定点上移而引起的调节性体温升高（超过0.5℃）,又称为发热。每个人的正常体温略有不同，而且受许多因素（时间、季节、环境、月经等）的影响。因此判定是否发热，最好是和自己平时同样条件下的体温相比较。如不知自己原来的体温，则腋窝体温（检测10分钟）超过37℃可定为发热。","又称发烧。由于致热原的作用使体温调定点上移而引起的调节性体温升高（超过0.5℃）,又称为发热。每个人的正常体温略有不同，而且受许多因素（时间、季节、环境、月经等）的影响。因此判定是否发热，最好是和自己平时同样条件下的体温相比较。如不知自己原来的体温，则腋窝体温（检测10分钟）超过37℃可定为发热。",风寒犯肺,SymMap2.0 SMTS234,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20234,symptom,发热重,发热重,,,风热,SymMap2.0 SMTS235,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20235,symptom,发烧,发烧,发烧（fever），也称发热，是指致热原直接作用于体温调节中枢、体温中枢功能紊乱或各种原因引起的产热过多、散热减少，导致体温升高超过正常范围的情形。每个人的正常体温略有不同，而且受时间、季节、环境、月经等因素的影响。一般认为当口腔温度高于37.5 ℃，腋窝温度高于37℃，或一日之间体温相差在1℃以上，即为发烧。发烧是临床上最常见的症状，是疾病进展过程中的重要临床表现，可见于多种感染性疾病和非感染性疾病。但有时体温升高不一定都是疾病引起的，某些情况可有生理性体温升高，如剧烈运动、月经前期及妊娠期，进入高温环境或热水浴等均可使体温较平时略高，这些通过自身调节可恢复正常。,发烧（fever），也称发热，是指致热原直接作用于体温调节中枢、体温中枢功能紊乱或各种原因引起的产热过多、散热减少，导致体温升高超过正常范围的情形。每个人的正常体温略有不同，而且受时间、季节、环境、月经等因素的影响。一般认为当口腔温度高于37.5 ℃，腋窝温度高于37℃，或一日之间体温相差在1℃以上，即为发烧。发烧是临床上最常见的症状，是疾病进展过程中的重要临床表现，可见于多种感染性疾病和非感染性疾病。但有时体温升高不一定都是疾病引起的，某些情况可有生理性体温升高，如剧烈运动、月经前期及妊娠期，进入高温环境或热水浴等均可使体温较平时略高，这些通过自身调节可恢复正常。,风寒犯肺,SymMap2.0 SMTS236,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20236,symptom,发颐,发颐,是热病后余毒结于颐颌间引起的急性化脓性疾病。临床特点是常发生于热病后期，多一则发病，颐颌部肿胀疼痛，张口受限，全身症状明显，重者可发生内陷。类似于西医学化脓性腮腺炎。,是热病后余毒结于颐颌间引起的急性化脓性疾病。临床特点是常发生于热病后期，多一则发病，颐颌部肿胀疼痛，张口受限，全身症状明显，重者可发生内陷。类似于西医学化脓性腮腺炎。,热毒,SymMap2.0 SMTS237,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20237,symptom,发育迟缓,发育迟缓,生长发育迟缓（发育迟缓）是指在生长发育过程中出现速度放慢或是顺序异常等现象。发病率在6%～8%之间。在正常的内外环境下儿童能够正常发育，一切不利于儿童生长发育的因素均可不同程度地影响其发育，从而造成儿童的生长发育迟缓。,生长发育迟缓（发育迟缓）是指在生长发育过程中出现速度放慢或是顺序异常等现象。发病率在6%～8%之间。在正常的内外环境下儿童能够正常发育，一切不利于儿童生长发育的因素均可不同程度地影响其发育，从而造成儿童的生长发育迟缓。,肾虚,SymMap2.0 SMTS238,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20238,symptom,发疹,发疹,,,风热,SymMap2.0 SMTS239,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20239,symptom,乏力,乏力,乏力是临床上最常见的主诉症状之一，属非特异性疲惫感觉。表现为自觉疲劳、肢体软弱无力。生理状态下，乏力在休息或进食后可缓解，而病理性乏力则不能恢复正常。,乏力是临床上最常见的主诉症状之一，属非特异性疲惫感觉。表现为自觉疲劳、肢体软弱无力。生理状态下，乏力在休息或进食后可缓解，而病理性乏力则不能恢复正常。,脾虚,SymMap2.0 SMTS240,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20240,symptom,烦倦,烦倦,,,火热,SymMap2.0 SMTS241,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20241,symptom,烦渴,烦渴,烦躁干渴,烦躁干渴,胃热,SymMap2.0 SMTS242,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20242,symptom,烦热,烦热,凡发热同时又有心烦，或烦躁而有闷热的感觉，均称“烦热”。多由于里热过盛，气阴受伤所致,凡发热同时又有心烦，或烦躁而有闷热的感觉，均称“烦热”。多由于里热过盛，气阴受伤所致,心热,SymMap2.0 SMTS243,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20243,symptom,烦躁,烦躁,烦躁是一个汉语词汇，读音为fán zào，指心中烦闷不安，急躁易怒，甚则手足动作及行为举止躁动不宁的表现。语出《易·系辞下》“躁人之辞多” 唐 孔颖达 疏：“以其烦躁，故其辞多也。,烦躁是一个汉语词汇，读音为fán zào，指心中烦闷不安，急躁易怒，甚则手足动作及行为举止躁动不宁的表现。语出《易·系辞下》“躁人之辞多” 唐 孔颖达 疏：“以其烦躁，故其辞多也。,心热,SymMap2.0 SMTS244,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20244,symptom,烦躁不安,烦躁不安,烦躁不安是指情绪异常，患者自觉心烦，或烦躁而有闷热的感觉、心神不定,烦躁不安是指情绪异常，患者自觉心烦，或烦躁而有闷热的感觉、心神不定,心热,SymMap2.0 SMTS245,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20245,symptom,烦躁不宁,烦躁不宁,,,心热,SymMap2.0 SMTS246,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20246,symptom,烦躁不适,烦躁不适,,,心热,SymMap2.0 SMTS247,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20247,symptom,烦躁易怒,烦躁易怒,,,心热,SymMap2.0 SMTS248,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20248,symptom,烦躁谵语,烦躁谵语,,,心热,SymMap2.0 SMTS249,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20249,symptom,反酸,反酸,反酸（sour regurgitation），指胃内容物经食管反流达口咽部，口腔感觉到酸性物质；如果十二指肠内容物经胃、食管反流达口咽部，口腔感觉到出现苦味物质，称为十二指肠胃食管反流。多由于贲门功能不全和胃功能障碍逆蠕动致酸性胃液反流至口腔。反酸只是症状，并非一种疾病。治疗原则应首先消除病因、合理控制和缓解症状。,反酸（sour regurgitation），指胃内容物经食管反流达口咽部，口腔感觉到酸性物质；如果十二指肠内容物经胃、食管反流达口咽部，口腔感觉到出现苦味物质，称为十二指肠胃食管反流。多由于贲门功能不全和胃功能障碍逆蠕动致酸性胃液反流至口腔。反酸只是症状，并非一种疾病。治疗原则应首先消除病因、合理控制和缓解症状。,湿热,SymMap2.0 SMTS250,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20250,symptom,反胃,反胃,反胃，又称“胃反”，是指饮食入胃，停滞不化，良久反出的病症。,反胃，又称“胃反”，是指饮食入胃，停滞不化，良久反出的病症。,胃虚,SymMap2.0 SMTS251,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20251,symptom,反应迟钝,反应迟钝,反应迟钝就是无法如正常人一样对刺激做出恰当的反应，或者反应得较慢。,反应迟钝就是无法如正常人一样对刺激做出恰当的反应，或者反应得较慢。,髓海不足,SymMap2.0 SMTS252,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20252,symptom,泛吐清水,泛吐清水,,,脾虚湿盛,SymMap2.0 SMTS253,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20253,symptom,肺痨,肺痨,是以咳嗽、咯血、潮热、盗汗及身体逐渐消瘦为主要表现的病症。,是以咳嗽、咯血、潮热、盗汗及身体逐渐消瘦为主要表现的病症。,痨虫,SymMap2.0 SMTS254,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20254,symptom,肺气不畅,肺气不畅,,,气逆,SymMap2.0 SMTS255,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20255,symptom,肺热,肺热,肺热之名出自《素问·刺热篇》：“肺热病者，先淅然厥，起毫毛，恶风寒，舌上黄，身热，热争则咳喘，痛走胸膺背，不得太息……。”肺热又称风温肺热、肺炎、肺炎喘嗽等。多见于西医的肺部急性炎症病变。,肺热之名出自《素问·刺热篇》：“肺热病者，先淅然厥，起毫毛，恶风寒，舌上黄，身热，热争则咳喘，痛走胸膺背，不得太息……。”肺热又称风温肺热、肺炎、肺炎喘嗽等。多见于西医的肺部急性炎症病变。,肺热,SymMap2.0 SMTS256,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20256,symptom,肺热咳嗽,肺热咳嗽,肺热咳嗽是由于肺内郁热、肺气失宣出现以咳嗽为主的一种症候，多见于免疫力低下的儿童及老人，从中医学范畴上讲，肺热咳嗽属于温病学。现代医学中的呼吸道感染、急慢性支气管炎发作等呼吸系统疾病都有可能出现本病症。,肺热咳嗽是由于肺内郁热、肺气失宣出现以咳嗽为主的一种症候，多见于免疫力低下的儿童及老人，从中医学范畴上讲，肺热咳嗽属于温病学。现代医学中的呼吸道感染、急慢性支气管炎发作等呼吸系统疾病都有可能出现本病症。,肺热,SymMap2.0 SMTS257,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20257,symptom,肺痈,肺痈,肺痈是指由于热毒瘀结于肺，以致肺叶生疮，肉败血腐，形成脓疡，以发热，咳嗽，胸痛，咯吐腥臭浊痰，甚则咯吐脓血痰为主要临床表现的一种病证。,肺痈是指由于热毒瘀结于肺，以致肺叶生疮，肉败血腐，形成脓疡，以发热，咳嗽，胸痛，咯吐腥臭浊痰，甚则咯吐脓血痰为主要临床表现的一种病证。,肺热,SymMap2.0 SMTS258,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20258,symptom,肺燥,肺燥,,,肺燥,SymMap2.0 SMTS259,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20259,symptom,痱疹鲜红,痱疹鲜红,,,火热,SymMap2.0 SMTS260,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20260,symptom,粉刺,粉刺,痤疮是毛囊皮脂腺单位的一种慢性炎症性皮肤病，主要好发于青少年，对青少年的心理和社交影响很大，但青春期后往往能自然减轻或痊愈。临床表现以好发于面部的粉刺、丘疹、脓疱、结节等多形性皮损为特点。,痤疮是毛囊皮脂腺单位的一种慢性炎症性皮肤病，主要好发于青少年，对青少年的心理和社交影响很大，但青春期后往往能自然减轻或痊愈。临床表现以好发于面部的粉刺、丘疹、脓疱、结节等多形性皮损为特点。,湿热,SymMap2.0 SMTS261,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
