tch_id,data_category,label_zh,label_en,latin_name,has_property,has_flavor,has_meridian_tropism,has_function,use_part,toxicity,sources,xrefs,date_accessed,notes
TmpTCH:HERB_102280,herb,华东蓝刺头,East China Globethistle,Echinops Grijsii,,,,See rhaponticum uniflorum .,Root,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002416;TCMID: 7690,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102281,herb,华东唐松草,Fortune Meadowrue,Thalictrum Fortunei,,,,See thalictrum faberi.,Root and rhizome,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002417;TCMID: 3543,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102282,herb,糙毛龙胆,Pedicellate Gentian,Gentiana Pedicellata,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002419;TCMID: 5922,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102283,herb,华钩藤,Chinese Gambirplant,Uncaria Sinensis,,,,See uncaria rhynchophylla.,Hooked stem-branch,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002420;TCMID: 1080,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102284,herb,欧洲银莲花,St Brigid,Anemone Coronaria,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002421;TCMID: 2840,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102285,herb,桦褐孔菌,Oblique Fuscoporia,Fuscoporia Obliqua,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002423;TCMID: 7692,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102286,herb,花椒,Pricklyash Peel,Pericarpium Zanthoxyli; Zanthoxyli Pericarpium,Pungent; Warm,Pungent; Warm,Spleen; Stomach; Kidney,"To warm the spleen and the stomach and relieve pain, to kill worms, and to relieve itching.",Pericarp,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002424;SMHB00178;TCMID: 4083,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102287,herb,花椒根,Bunge Pricklyash Root,Zanthoxylum Bungeanum,Acrid; Warm,Acrid; Warm,Kidney; Bladder,To kill worms.,Root,Slightly toxic,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002425;TCMID: 6277,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102288,herb,花椒簕,Cuspidate Pricklyash,Zanthoxylum Scandens,Acrid; Warm,Acrid; Warm,Liver,"To quicken blood, dissipate stasis, relieve pain.",Stem-leaf or root,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002426;TCMID: 6664,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102289,herb,化金丹,Tetragonal Crotalaria,Crotalaria Tetragona,Acrid; Slightly Bitterastringent; Coolwarm,Acrid; Slightly Bitterastringent; Coolwarm,Stomach; Large Intestine; Small Intestine,To transform stagnation and relieve pain.,Whole herb or root,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002427;TCMID: 6912,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102290,herb,化橘红,Pummelo Peel,Exocarpium Citri Grandis; Citri Grandis Exocarpium,Pungent; Bitter; Warm,Pungent; Bitter; Warm,Lung; Spleen,"To dispel cold, eliminate damp and phlegm, and arrest emesis or nausea.",Exocarp,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002428;SMHB00181;TCMID: 7145,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102291,herb,华丽蛇鞭菊,Pinkscale Gay-Feather,Liatris Elegans,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002429;TCMID: 2406,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102292,herb,花菱草,California Poppy,Eschscholzia Californica,,,,"To settle pain, clear heat.","Flower, fruit",,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002430;TCMID: 2162,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102293,herb,花锚,Corniculate Spurgentian,Halenia Corniculata,Bitter; Cold,Bitter; Cold,Heart; Liver,"To clear heat and resolve toxin, cool blood and stanch bleeding.",Whole herb,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002431;TCMID: 7854,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102294,herb,桦木皮,Asian White Birch Bark Equivalent Plant: Betula Platyphylla Var Japonica,Cortex Betulae Platyphyllae,Bitter; Neutral,Bitter; Neutral,Lung; Stomach; Large Intestine,"To clear heat and disinhibit damp, relieve cough and dispel phlegm, resolve toxin and disperse swelling.",Bark,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002432;TCMID: 3087,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102295,herb,台湾十大功劳木,Japanese Mahonia,Mahonia Japonica,,,,See mahonia bealei.,Stem,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002433;TCMID: 3540,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102296,herb,台湾十大功劳叶,Japanese Mahonia Leaf,Mahonia Japonica,,,,See mahonia bealei.,Leaf,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002434;TCMID: 5095,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102297,herb,台湾十大功劳子,Japanese Mahonia Fruit,Mahonia Japonica,,,,See mahonia bealei.,Fruit,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002435;TCMID: 1629,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102298,herb,小窃衣,Japanese Hedgeparsley,Torilis Japonica,,,,"To kill worms, check diarrhea, contract damp and relieve itch.",Fruit or whole herb,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002436;TCMID: 3652,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102299,herb,华南马尾杉,Fordi Phlegmariurus,Phlegmariurus Fordii,,,,"To dispel wind and free network vessels, disperse swelling and relieve pain, clear heat and resolve toxin.",Whole herb,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002437;TCMID: 3524,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102300,herb,华南猕猴桃,Greyleaf Actinidia,Actinidia Glaucophylla,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002438;TCMID: 3989,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102301,herb,华南忍冬,Wild Honeysuckle,Lonicera Confusa,,,,See lonicera japonica .,Flower bud,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002439;TCMID: 7275,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102302,herb,华南吴茱萸,South China Evodia,Evodia Austrosinensis,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002440;TCMID: 7166,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102303,herb,华南皂荚,South China Honeyloeust,Gleditsia Fera,Bitter; Acrid; Warm,Bitter; Acrid; Warm,Liver,"To break phlegm and open orifices, resolve toxin and kill worms.",Fruit,Slightly toxic,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002441;TCMID: 6431,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102304,herb,华千金藤,Root of Chinese Stephania,Radix Stephaniae Sinicae,,,,"1. to remove blood stasis and alleviate pain. for stomachache, headache, toothache, trauma and rheumatism. 2. to clear heat and toxic material. for sorethroat, aphthae, carbuncle, burn, snake bite, dysentery and diarrhea. 3. to relax the muscles. as a muscle relaxant for restoration of fracture and surgical operation.",Stephania sinica diels,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002442;TCMID: 1612,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102305,herb,花蕊石,Ophicalcite,Ophicalcitum,Sour; Astringent; Calm,Sour; Astringent; Calm,Liver,"Treatment of hemoptysis, hematemesis, traumatic bleeding and pain.",,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002443;TCMID: 1360,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102306,herb,华桑,Chinese Mulberry,Morus Cathayana,,,,See morus alba.,Leaf,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002444;TCMID: 7996,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102307,herb,华山矾,Chinese Sweetleaf,Folium Symplocotis Chinensis,Bitter; Cool,Bitter; Cool,Lung,"To clear heat and resolve toxin, transform phlegm and interrupt malaria, free network vessels and relieve pain.",Root,Slightly toxic,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002445;TCMID: 1145,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102308,herb,华山参,Physochlaie Radix; Funneled Physochlaina Root,Radix Physochlainae; Physochlainae Radix,Sweet; Slightly Bitter; Warm; Toxic,Sweet; Slightly Bitter; Warm; Toxic,Lung; Heart,Warm the lung and transform phlegmcalm panting and suppress coughquiet the spirit and settle fright,Root,Toxic,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002446;SMHB00180;TCMID: 3013,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102309,herb,华山松,Armand Pine,Pinus Armandii,,,,See pinus massoniana.,Leaf,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002447;TCMID: 6813,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102310,herb,花生衣,Semino-Dermis Arachidis ,Testa Arachidis Hypogaeae,Sweet; Slightly Bitter; Astringent; Calm,Sweet; Slightly Bitter; Astringent; Calm,Lung; Stomach; Liver,To stop bleeding by astringing bleeding and enrich blood. ,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002448;SMHB00179;TCMID: 7373,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102311,herb,滑石,Talc,Talcum,,,,"Treatment of urinary infection, urolithiasis with difficult urination accompanied by burning pain, fidgetness and thirst caused by summer damp, diarrhea caused by damp-heat, external use for eczema, sores with marked exudation, miliaria.",,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002450;TCMID: 4660,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102312,herb,滑石粉,Talc Powder,Talci Pulvis; Pulvis Talci,Sweet; Tasteless; Cold,Sweet; Tasteless; Cold,Bladder; Lung; Stomach,"Treatment of urinary infection, urolithiasis with difficult urination accompanied by burning pain, fidgetness and thirst caused by summer damp, diarrhea caused by damp-heat, external use for eczema, sores with marked exudation, miliaria.",,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002451;TCMID: 5212,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102313,herb,桦树液,Sucus Betulae Platyphyllae,,Bitter; Cool,Bitter; Cool,,Dispel phlegm and suppress coughclear heat and resolve toxins,Sap from the trunk,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002452;TCMID: 7089,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102314,herb,花唐松草,Filamentary Meadowrue,Thalictrum Filamentosum,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002453;TCMID: 1759,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102315,herb,花桃树,,Trewin Nudiflora,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002454;TCMID: 4568,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102316,herb,华西贝母,Huaxi Fritillary,Fritillaria Sichuanica,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002455;TCMID: 4235,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102317,herb,,,,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002456;TCMID: 4233,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102318,herb,化香树果,Fructus Platycaryae Strobilaceae,,Acrid; Warm,Acrid; Warm,,Quicken the blood and move qirelieve painkill worms and relieve itching,Ear of fruit,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002457;TCMID: 2736,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102319,herb,化香树叶,Dyetree Leaf,Folium Platycaryae,Acrid; Warm,Acrid; Warm,,"To resolve toxin and cure sores, kill worms and relieve itch.",Leaf,Toxic,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002458;TCMID: 6710,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102320,herb,欧洲百脉根,Greater Bird’S-Foot-Trefoil,Lotus Pedunculatus,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002459;TCMID: 7286,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102321,herb,花椰菜,Cauliflower,Brassica Oleracea Var. Botrytis,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002460;TCMID: 5604,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102322,herb,花叶假杜鹃,,Barleria Lupulina,,,,"To free channels and network vessels, joint sinews and bones, resolve toxin and disperse swelling.",Whole herb,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002461;TCMID: 4892,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102323,herb,华泽兰,Chinese Eupatorium,Eupatorium Chinense,Bitter; Acrid; Neutral,Bitter; Acrid; Neutral,,"To clear heat and resolve toxin, course liver and quicken blood.",Whole herb,Toxic,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002462;TCMID: 2829,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102324,herb,华中瘤足蕨,Fine-Nerved Plagiogyria,Plagiogyria Euphlebia,Slightly Bitter; Cool,Slightly Bitter; Cool,,To clear heat and resolve toxin.,Rhizome or whole herb,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002463;TCMID: 1936,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102325,herb,华中前胡,Peucedanum Medicum Dunn,Peucedanum Medicum,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002464;TCMID: 3634,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102326,herb,华中五味子,Orange Magnoliavine,Schisandra Sphenanthera,,,,See schisandra chinensis .,Fruit,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002465;TCMID: 1818,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102327,herb,化州柚,Tomentase Pummelo,Citrus Grandis Var. Tomentosa,,,,"To dry damp and transform phlegm, rectify qi , disperse food.",Maturescent exocarp,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002466;TCMID: 3881,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102328,herb,地柏枝,Chinese Corydalis,Corydalis Cheilanthifolia,Sweet; Slightly Acrid; Neutral,Sweet; Slightly Acrid; Neutral,,Dissolve phlegm and relieve coughclear heat and resolve toxinsstanch bleeding,Whole herb,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002467;TCMID: 4284,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102329,herb,槐,Japanese Pagodatree,Styphnolobium Japonicum,,,,"To cool blood and stanch bleeding, clear liver and brighten eyes.",Flower and bud,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002468;TCMID: 1341,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102330,herb,,,,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002469;TCMID: 1988,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102331,herb,槐耳,,,Bitter; Acrid; Neutral,Bitter; Acrid; Neutral,Liver; Spleen; Large Intestine,Stanch bleedingcheck dysenteryanti-cancer,Fruiting body,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002470;TCMID: 2378,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102332,herb,槐根,Japanese Pagoda Tree Root,Styphnolobium Japonicum,Bitter; Neutral,Bitter; Neutral,Lung; Large Intestine,"To dissipate stasis and disperse swelling, kill worms.",Root,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002471;TCMID: 7726,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102333,herb,槐花,Pagodatree Flower; Flower Bud of Japanese Pagodatree,Sophorae Flos; Flos Sophorae,Bitter; Slightly Cold,Bitter; Slightly Cold,Liver; Large Intestine,"To arrest bleeding by reducing heat in blood, and to quench excess fire in the liver.",Flower and bud,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002472;SMHB00182;TCMID: 5512,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102334,herb,槐角,Japanese Pagodatree Pod; Pod of Japanese Pagodatree,Fructus Sophorae; Sophorae Fructus,Bitter; Cold,Bitter; Cold,Liver; Large Intestine,For cooling blood and stopping bleeding,Fruit,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002473;SMHB00183;TCMID: 4893,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102335,herb,,,,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002474;TCMID: 6050,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102336,herb,淮山药,Rhizome of Biglcaf Yam,Rhizoma Dioscoreae,Mild; Sweet,Mild; Sweet,Lung; Spleen; Kidney,"Treatment of anorexia and chronic diarrhea due to diminished function of the spleen , cough and dyspnea due to diminished function of the lung, seminal emission, excessive leukorrhea, frequency of urination or diabetes due to deficiency condition of the kidney.rhizoma dioscoreae (stir-fried with bran) diminished function of the spleen with anorexia, diarrhea and excessive leukorrhea.",,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002476;SMHB00359;TCMID: 6838,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102337,herb,淮通,Moupin Dutchmanspipe,Aristolochia Moupinensis,Bitter; Acrid; Cold,Bitter; Acrid; Cold,Heart; Kidney; Bladder; Small Intestine,"To clear heat and eliminate damp, dispel wind and relieve pain.",Stem or root,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002477;TCMID: 5754,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102338,herb,槐叶,Folium Sophorae Japoniae,,Bitter; Neutral,Bitter; Neutral,Liver; Stomach,Clear liver heat and drain firecool the blood and resolve toxindry dampness and kill worms,Leaf,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002478;TCMID: 6398,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102339,herb,环裂松萝,Diffract Usnea Filament,Usnea Diffracta,,,,See usnea longissima.,Filament,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002479;TCMID: 6532,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102340,herb,还阳参叶糖芥,Crepinl Eaf Erysimum,Erysimum Crepidifolium,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002480;TCMID: 8045,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102341,herb,鲩鱼,Ctenopharyngodon Idllus,Ctenopharyngodon Idellus,Sweet; Warm,Sweet; Warm,Spleen; Stomach,Calm the liver and extinguish windwarm the center and harmonize the stomach,Meat,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002481;TCMID: 1296,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102342,herb,,Circularity Stjohn’Swort,Hypericum Annulatum,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002482;TCMID: 1444,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102343,herb,黄柏,Phellodendron Bark; Chinese Cork-Tree,Phellodendri Chinensis Cortex; Cortex Phellodendri Chinensis,Bitter; Cold,Bitter; Cold,Kidney; Bladder,"To drain fire, dispel damp and resolve toxin.",Bark,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002483;SMHB00184;TCMID: 8114,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102344,herb,竹叶百合,Hanson Lily,Lilium Hansonii,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002484;TCMID: 6962,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102345,herb,黄白红菇,Pale Russula,Russula Ochroleuca,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002485;TCMID: 4089,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102346,herb,黄白糖芥,Yellowish Erysimum,Erysimum Ochroleucum,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002486;TCMID: 2764,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102347,herb,黄扁柏,Yellow Cedar,Chamaecyparis Nootkatensis,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002488;TCMID: 2116,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102348,herb,黄菠萝果,Phellodendron Amurenserupr,,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002490;TCMID: 2927,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102349,herb,黄婵,Oleanderleaf Allemanda,Allamanda Schottii,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002491;TCMID: 3065,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102350,herb,黄菖蒲,Yellowflag Iris,Iris Pseudacorus,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002492;TCMID: 6615,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102351,herb,黄甘草,Yellow Licorice,Glycyrrhiza Kansuensis,,,,See glycyrrhiza uralensis .,Root and rhizome,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002494;TCMID: 1460,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102352,herb,黄根姜黄,Xanthorrhiza Turmeric,Curcuma Xanthorrhiza,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002495;TCMID: 2700,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102353,herb,黄根木,Yellowroot,Xanthorhiza Simplicissima,,,,,,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002496;TCMID: 2070,2025-11-12,Source: herb2_0.HERB_herb_info_v2
TmpTCH:HERB_102354,herb,黄狗肾,Dog Testis,Testis et Penis Canis Familiaris,Salty; Warm,Salty; Warm,,"Treatment of deficiency of kidney yang manifested as impotence, aversion to cold and cold extremities. dog testis (huanggoushen) is used with wolfberry fruit (gouqizi), morinda root (bajitian) and dadder seed (tusizi).",Penis and testicles,,/home/tcmkg/tcm-onotology/tab_data_processing/dataset/processed/herb2.0/HERB_herb_info_v2.json,HERB002497;TCMID: 5246,2025-11-12,Source: herb2_0.HERB_herb_info_v2
